tracker_id,zone,start,end,duration
1,1,1.8666666666666667,1.9,0.033333333333333215
1,0,0.0,2.1,2.1
1,1,2.1333333333333333,2.1333333333333333,0.0
2,1,2.2,3.1333333333333333,0.9333333333333331
3,1,3.2,3.433333333333333,0.23333333333333295
2,1,3.466666666666667,3.6666666666666665,0.19999999999999973
3,1,3.7,3.7333333333333334,0.033333333333333215
2,1,3.7666666666666666,6.9,3.1333333333333337
2,0,6.733333333333333,7.1,0.36666666666666625
8,0,7.166666666666667,11.3,4.133333333333334
